dense_params,account_balance,roi,gamma,aggregation,downside_deviation,eps_end,learning_rate,stopping_metric,mean,n_samples,fx_pair,eps_start,sum,memory,sharpe,conv_params,neutral_cost,tech_indicators,median,standard_deviation,max_steps,start_memory,target_update,pip_size,eps_decay,sortino,stop_loss,actions,batch_size,model_name
"[{'out_features': 1311}, {'out_features': 1311}, {'out_features': 1311}, {'out_features': 1311}, {'out_features': 1311}, {'out_features': 1311}, {'out_features': 1311}]",63650.72586555271,-0.3634927413444729,0.999,15 min,164173622.28967124,0.05,0.006290723272254322,"{'threshold': 2.0, 'type': 'sortino'}",-281.4730380233181,100,EURUSD,0.9,NA,10000,-4.567806289740294e-06,"[{'kernel_size': 9, 'out_channels': 286, 'stride': 1}, {'kernel_size': 9, 'out_channels': 286, 'stride': 1}, {'kernel_size': 9, 'out_channels': 286, 'stride': 1}, {'kernel_size': 9, 'out_channels': 286, 'stride': 1}, {'kernel_size': 9, 'out_channels': 286, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",483.20189601958407,11562.38400451872,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-2.518630798161339e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_14-24-38
"[{'out_features': 512}, {'out_features': 512}, {'out_features': 512}, {'out_features': 512}]",87318.65601891429,-0.12681343981085708,0.999,15 min,136757.97229022323,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-132.66977715208307,100,EURUSD,0.9,-13266.977715208308,1000,-0.0001051640281033919,"[{'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}, {'kernel_size': 4, 'out_channels': 128}]",-128,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-239.43570496395284,488.0632541106075,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.2928931078009072e-06,30,"['long', 'neutral', 'short']",16,2020-03-25_20-11-57
"[{'out_features': 1068}, {'out_features': 1068}, {'out_features': 1068}, {'out_features': 1068}, {'out_features': 1068}, {'out_features': 1068}, {'out_features': 1068}]",219587.13964180503,1.1958713964180503,0.999,15 min,121628322.27101941,0.05,0.0052722063305683,"{'threshold': 2.0, 'type': 'sortino'}",1283.1715358579086,100,EURUSD,0.9,NA,10000,-3.6937440746952843e-06,"[{'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",343.73937245759777,10062.49590924545,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,9.42109021174157e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_07-56-43
"[{'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}, {'out_features': 1739}]",77144.69174583994,-0.2285530825416006,0.999,1 min,144276.53396679065,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-230.26233897510235,100,EURUSD,0.9,NA,1000,-0.00012128137121590497,"[{'kernel_size': 9, 'out_channels': 369}, {'kernel_size': 9, 'out_channels': 369}, {'kernel_size': 9, 'out_channels': 369}, {'kernel_size': 9, 'out_channels': 369}]",-348,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-334.91835328254285,431.2502642853695,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.9306887605555976e-06,NA,"['long', 'neutral', 'short']",16,2020-03-22_21-04-55
"[{'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}, {'out_features': 1615}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.009948168812215328,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 2, 'out_channels': 274, 'stride': 1}, {'kernel_size': 2, 'out_channels': 274, 'stride': 1}, {'kernel_size': 2, 'out_channels': 274, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_07-41-49
"[{'out_features': 690}, {'out_features': 690}, {'out_features': 690}, {'out_features': 690}, {'out_features': 690}, {'out_features': 690}, {'out_features': 690}, {'out_features': 690}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.008961877485452555,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 1, 'out_channels': 468, 'stride': 1}, {'kernel_size': 1, 'out_channels': 468, 'stride': 1}, {'kernel_size': 1, 'out_channels': 468, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_10-24-25
"[{'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}, {'out_features': 720}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.007043939825415612,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 10, 'out_channels': 336, 'stride': 1}, {'kernel_size': 10, 'out_channels': 336, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_07-12-40
"[{'out_features': 634}, {'out_features': 634}, {'out_features': 634}, {'out_features': 634}, {'out_features': 634}, {'out_features': 634}, {'out_features': 634}, {'out_features': 634}]",100000.0,0.0,0.999,1 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}, {'kernel_size': 8, 'out_channels': 417}]",-969,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-21_20-54-31
"[{'out_features': 1063}, {'out_features': 1063}, {'out_features': 1063}, {'out_features': 1063}, {'out_features': 1063}, {'out_features': 1063}, {'out_features': 1063}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.005439740258046063,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,10000,0.0,"[{'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}, {'kernel_size': 8, 'out_channels': 202, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_17-16-52
"[{'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.007946955466740674,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 9, 'out_channels': 12, 'stride': 1}, {'kernel_size': 9, 'out_channels': 12, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_08-32-41
"[{'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}, {'out_features': 1917}]",100000.0,0.0,0.999,1 hour,0.0,0.05,0.0038852274365425116,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 2, 'out_channels': 376, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,10000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-18_22-37-29
"[{'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}, {'out_features': 1996}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.004465562224754895,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 6, 'out_channels': 461, 'stride': 1}, {'kernel_size': 6, 'out_channels': 461, 'stride': 1}, {'kernel_size': 6, 'out_channels': 461, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_08-10-02
"[{'out_features': 512}, {'out_features': 512}]",100000.0,0.0,0.999,15 min,0.0,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,0.0,1000,0.0,"[{'kernel_size': 1, 'out_channels': 64}, {'kernel_size': 1, 'out_channels': 64}]",-128,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,180,"['long', 'neutral', 'short']",16,2020-03-24_19-21-14
"[{'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}, {'out_features': 2729}]",80155.85107463789,-0.19844148925362112,0.999,1 min,96301575.90069993,0.05,0.0002381170159503818,"{'threshold': 2.0, 'type': 'sortino'}",-155.8538451907833,100,EURUSD,0.9,NA,10000,-5.18075243952337e-06,"[{'kernel_size': 10, 'out_channels': 416}, {'kernel_size': 10, 'out_channels': 416}, {'kernel_size': 10, 'out_channels': 416}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-1593.5861926373866,9951.940196673677,50,20,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-2.5798278681316517e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_00-31-06
"[{'out_features': 869}, {'out_features': 869}, {'out_features': 869}, {'out_features': 869}, {'out_features': 869}, {'out_features': 869}, {'out_features': 869}, {'out_features': 869}]",-3114.0731368211873,-1.031140731368212,0.999,30 min,76623826.66001604,0.05,0.008631476535260677,"{'threshold': 2.0, 'type': 'sortino'}",-7419.910442097861,100,EURUSD,0.9,NA,1000,-2.86289287773035e-05,"[{'kernel_size': 7, 'out_channels': 321, 'stride': 1}, {'kernel_size': 7, 'out_channels': 321, 'stride': 1}, {'kernel_size': 7, 'out_channels': 321, 'stride': 1}, {'kernel_size': 7, 'out_channels': 321, 'stride': 1}]",-6910,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-6468.085375073151,4338.237919661229,15000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-1.4109719893856128e-08,NA,"['long', 'neutral', 'short']",16,2020-03-19_16-18-02
"[{'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}, {'out_features': 2048}]",83723.40859671013,-0.16276591403289872,0.999,1 min,407589.2504984042,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-156.8068402177678,100,EURUSD,0.9,NA,1000,-0.00010003161997187145,"[{'kernel_size': 9, 'out_channels': 358}, {'kernel_size': 9, 'out_channels': 358}, {'kernel_size': 9, 'out_channels': 358}]",-222,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-224.50224145545982,515.5176774771662,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-5.220106118420112e-07,NA,"['long', 'neutral', 'short']",16,2020-03-22_11-53-30
"[{'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}, {'out_features': 4096}]",93508.69326770841,-0.06491306732291588,0.999,5 min,191696.36226861406,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-60.10978500627818,100,EURUSD,0.9,-6010.978500627818,1000,-0.0001008221259126402,"[{'kernel_size': 3, 'out_channels': 256}, {'kernel_size': 3, 'out_channels': 256}]",-512,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-204.88742559712225,501.8848530719074,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-5.994535627227721e-07,30,"['long', 'neutral', 'short']",16,2020-03-24_18-25-42
"[{'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}, {'out_features': 2806}]",132929.40460473142,0.32929404604731416,0.999,1 min,130609285.39067006,0.05,0.0021057795362919574,"{'threshold': 2.0, 'type': 'sortino'}",314.8675943710242,100,EURUSD,0.9,NA,10000,-4.966014257428589e-06,"[{'kernel_size': 9, 'out_channels': 478}]",-750,"{'macd': [12, 26], 'rsi': [14]}",1666.9912196361477,9434.39177328288,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,2.138393493325592e-09,NA,"['long', 'neutral', 'short']",16,2020-03-16_22-17-46
"[{'out_features': 1052}, {'out_features': 1052}, {'out_features': 1052}, {'out_features': 1052}, {'out_features': 1052}, {'out_features': 1052}, {'out_features': 1052}]",83368.21350179447,-0.16631786498205534,0.999,15 min,84428774.15614289,0.05,0.005302580607629326,"{'threshold': 2.0, 'type': 'sortino'}",-147.76945642240537,100,EURUSD,0.9,NA,10000,-5.559329720361549e-06,"[{'kernel_size': 9, 'out_channels': 180, 'stride': 1}, {'kernel_size': 9, 'out_channels': 180, 'stride': 1}, {'kernel_size': 9, 'out_channels': 180, 'stride': 1}, {'kernel_size': 9, 'out_channels': 180, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",161.52276262124633,9259.694451236148,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-2.5621343806555367e-09,NA,"['long', 'neutral', 'short']",16,2020-03-18_10-58-28
"[{'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}, {'out_features': 2802}]",-10742.94322244737,-1.1074294322244738,0.999,1 min,121907195.88322978,0.05,0.006677475859403611,"{'threshold': 2.0, 'type': 'sortino'}",-1666.6181035429588,100,EURUSD,0.9,NA,10000,-6.03629926657868e-06,"[{'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-3076.8423878802123,11044.214027714264,50,20,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-9.494348744869262e-09,NA,"['long', 'neutral', 'short']",16,2020-03-17_00-09-19
"[{'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}, {'out_features': 1887}]",92386.85653568494,-0.07613143464315057,0.999,1 hour,151383.06128446152,0.05,0.001,"{'threshold': 2.0, 'type': 'sortino'}",-72.8532288467929,100,EURUSD,0.9,NA,1000,-9.958012809889181e-05,"[{'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}, {'kernel_size': 9, 'out_channels': 179}]",-602,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",-218.0742492907006,509.4242521770011,5000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-8.331938433068082e-07,NA,"['long', 'neutral', 'short']",16,2020-03-22_04-33-47
"[{'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}, {'out_features': 545}]",100000.0,0.0,0.999,30 min,0.0,0.05,0.002335333646611227,"{'threshold': 2.0, 'type': 'sortino'}",0.0,100,EURUSD,0.9,NA,1000,0.0,"[{'kernel_size': 10, 'out_channels': 49, 'stride': 1}, {'kernel_size': 10, 'out_channels': 49, 'stride': 1}, {'kernel_size': 10, 'out_channels': 49, 'stride': 1}]",0,"{'adx': [14, 14], 'macd': [12, 26], 'rsi': [14]}",0.0,0.0,4000,100,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,0.0,NA,"['long', 'neutral', 'short']",16,2020-03-19_10-15-20
"[{'out_features': 1107}, {'out_features': 1107}, {'out_features': 1107}, {'out_features': 1107}, {'out_features': 1107}, {'out_features': 1107}, {'out_features': 1107}]",98478.97620902679,-0.015210237909732095,0.999,15 min,110242460.78587097,0.05,0.006087419322442139,"{'threshold': 2.0, 'type': 'sortino'}",-72.98052729864979,100,EURUSD,0.9,NA,10000,-5.418588684729484e-06,"[{'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}, {'kernel_size': 8, 'out_channels': 203, 'stride': 1}]",-750,"{'macd': [12, 26], 'rsi': [14]}",-88.5115339286746,9362.180491010846,5000,1000,100,"{'AUDJPY': 0.0001, 'AUDNZD': 0.0001, 'AUDUSD': 0.0001, 'CADJPY': 0.01, 'CHFJPY': 0.01, 'EURCHF': 0.0001, 'EURGBP': 0.0001, 'EURJPY': 0.01, 'EURUSD': 0.0001, 'GBPJPY': 0.01, 'GBPUSD': 0.0001, 'NZDUSD': 0.0001, 'USDCAD': 0.0001, 'USDCHF': 0.0001, 'USDJPY': 0.01}",200,-5.915165304264476e-10,NA,"['long', 'neutral', 'short']",16,2020-03-18_10-44-05
